country,symptom,date,pct_yes
Italy,Sore throat,2020-03-21,0.1037037037037037
Italy,Sore throat,2020-03-22,0.10236220472440945
Italy,Sore throat,2020-03-23,0.061068702290076333
Italy,Sore throat,2020-03-24,0.1015625
Italy,Cough,2020-03-21,0.14074074074074075
Italy,Cough,2020-03-22,0.17716535433070865
Italy,Cough,2020-03-23,0.10687022900763359
Italy,Cough,2020-03-24,0.16015625
Italy,Sore muscles,2020-03-21,0.11481481481481481
Italy,Sore muscles,2020-03-22,0.13779527559055119
Italy,Sore muscles,2020-03-23,0.1297709923664122
Italy,Sore muscles,2020-03-24,0.14453125
Italy,Breathlessness,2020-03-24,0.031007751937984496
Italy,Headache,2020-03-21,0.23703703703703705
Italy,Headache,2020-03-22,0.2677165354330709
Italy,Headache,2020-03-23,0.2099236641221374
Italy,Headache,2020-03-24,0.2421875
Sweden,Fever,2020-03-21,0.08627450980392157
Sweden,Fever,2020-03-22,0.08661417322834646
Sweden,Fever,2020-03-23,0.06896551724137931
Sweden,Fever,2020-03-24,0.09016393442622951
Sweden,Sore throat,2020-03-21,0.1803921568627451
Sweden,Sore throat,2020-03-22,0.2204724409448819
Sweden,Sore throat,2020-03-23,0.19157088122605365
Sweden,Sore throat,2020-03-24,0.14754098360655737
Sweden,Cough,2020-03-21,0.25098039215686274
Sweden,Cough,2020-03-22,0.2283464566929134
Sweden,Cough,2020-03-23,0.27586206896551724
Sweden,Cough,2020-03-24,0.26229508196721313
Sweden,Sore muscles,2020-03-21,0.17647058823529413
Sweden,Sore muscles,2020-03-22,0.16535433070866143
Sweden,Sore muscles,2020-03-23,0.16475095785440613
Sweden,Sore muscles,2020-03-24,0.19262295081967212
Sweden,Breathlessness,2020-03-24,0.07272727272727272
Sweden,Headache,2020-03-21,0.3137254901960784
Sweden,Headache,2020-03-22,0.3425196850393701
Sweden,Headache,2020-03-23,0.34099616858237547
Sweden,Headache,2020-03-24,0.27459016393442626
United Kingdom,Fever,2020-03-21,0.048
United Kingdom,Fever,2020-03-22,0.1067193675889328
United Kingdom,Fever,2020-03-23,0.031496062992125984
United Kingdom,Fever,2020-03-24,0.06
United Kingdom,Sore throat,2020-03-21,0.168
United Kingdom,Sore throat,2020-03-22,0.18181818181818182
United Kingdom,Sore throat,2020-03-23,0.15354330708661418
United Kingdom,Sore throat,2020-03-24,0.164
United Kingdom,Cough,2020-03-21,0.216
United Kingdom,Cough,2020-03-22,0.30039525691699603
United Kingdom,Cough,2020-03-23,0.19291338582677164
United Kingdom,Cough,2020-03-24,0.2
United Kingdom,Sore muscles,2020-03-21,0.124
United Kingdom,Sore muscles,2020-03-22,0.18972332015810275
United Kingdom,Sore muscles,2020-03-23,0.1141732283464567
United Kingdom,Sore muscles,2020-03-24,0.144
United Kingdom,Breathlessness,2020-03-24,0.06666666666666667
United Kingdom,Headache,2020-03-21,0.272
United Kingdom,Headache,2020-03-22,0.31225296442687744
United Kingdom,Headache,2020-03-23,0.24803149606299213
United Kingdom,Headache,2020-03-24,0.244
USA,Fever,2020-03-21,0.08139534883720931
USA,Fever,2020-03-22,0.057692307692307696
USA,Fever,2020-03-23,0.03937007874015748
USA,Fever,2020-03-24,0.06854838709677419
USA,Sore throat,2020-03-21,0.11627906976744186
USA,Sore throat,2020-03-22,0.1346153846153846
USA,Sore throat,2020-03-23,0.12598425196850394
USA,Sore throat,2020-03-24,0.12096774193548387
USA,Cough,2020-03-21,0.24806201550387597
USA,Cough,2020-03-22,0.25
USA,Cough,2020-03-23,0.23622047244094488
USA,Cough,2020-03-24,0.25
USA,Sore muscles,2020-03-21,0.18604651162790697
USA,Sore muscles,2020-03-22,0.21923076923076923
USA,Sore muscles,2020-03-23,0.14173228346456693
USA,Sore muscles,2020-03-24,0.1693548387096774
USA,Breathlessness,2020-03-24,0.09090909090909091
USA,Headache,2020-03-21,0.29069767441860467
USA,Headache,2020-03-22,0.2230769230769231
USA,Headache,2020-03-23,0.2283464566929134
USA,Headache,2020-03-24,0.25806451612903225
